id	name	value	node	created_at	updated_at
1745	HILSA	198	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1746	HIMATNAGAR	343	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1747	HINDORIA	1742	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1748	HINDUPUR	45	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1749	HINGANGHAT	1868	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1750	HINGOLI	1869	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1751	HIRAKUD	2074	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1752	HIREKERUR	681	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1753	HIRIYUR	682	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1754	HISSAR	425	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1755	HNAHTHIAL	2027	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1756	HOLALKERE	683	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1757	HOLE NARSIPUR	684	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1758	HOMNABAD	685	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1759	HONDA	2515	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1760	HONNALI	686	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1761	HOOGHLY	2311	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1762	HOSADURGA	687	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1763	HOSANAGARA	688	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1764	HOSDURG	802	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1765	HOSHANGABAD	1743	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1766	HOSHIARPUR	2155	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1767	HOSKOTE	689	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1768	HOSPET	2342	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1769	HOSUR	2324	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1770	HOWLI	131	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1771	HOWRAGHAT	132	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1772	HOWRAH	2252	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1773	HUBLI	690	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1774	HUNGUND	691	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1775	HUNSUR	692	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1776	HUSNABAD	46	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1777	HUSNABAD	2690	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1778	HYDERABAD	47	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1779	HYDERABAD	2663	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1780	IBRAHIMPATNAM	2698	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1781	IBRAHIMPATNAM	48	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1782	ICHALKARANJI	1870	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1783	ICHAPURAM	49	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1784	IDAR	2436	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1785	IDUKI	803	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1786	IGATPURI	1871	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1787	IGLAS	1474	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1788	IKAUNA	1475	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1789	ILANJI	1101	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1790	IMPHAL	2001	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1791	INDAPUR	1872	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1792	INDI	693	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1793	INDORE	1744	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1794	IRINJALAKUDA	804	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1795	IRUGUR	1102	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1796	ISLAMPUR	2253	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1797	ITANAGAR	94	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1798	JABALPUR	1745	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1799	JAFRABAD	344	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1800	JAGALUR	694	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1801	JAGATHALA	1103	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1802	JAGATSINGHAPUR	2075	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1803	JAGDALPUR	260	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1804	JAGRAON	2510	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1805	JAHANABAD	199	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1806	JAHANGIRABAD	1476	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1807	JAHANGIRPUR	1477	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1808	JAHAZPUR	968	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1809	JAIAW	2014	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1810	JAINTIA HILLS	2644	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1811	JAIPUR	969	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1812	JAIRAMPUR	95	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1813	JAIS	1478	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1814	JAISALMER	970	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1815	JAITU	2156	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1816	JAJAPUR	2650	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1817	JAKHAL MANDI	426	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1818	JAKHANI	1704	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1819	JALALABAD	2157	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1820	JALALPORE	345	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1821	JALALPUR	1479	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1822	JALANDHAR	2158	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1823	JALAUN	1480	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1824	JALDA	2076	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1825	JALGAON	1873	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1826	JALNA	1874	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1827	JALORE	971	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1828	JALPAIGURI	2254	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1829	JAM JODHPUR	346	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1830	JAMADOBA	573	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1831	JAMKANDORNA	2520	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1832	JAMKHANDI	695	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1833	JAMKHED	1875	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1834	JAMMU	519	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1835	JAMNAGAR	347	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1836	JAMSHEDPUR	574	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1837	JAMTARA	575	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1838	JAMUI	200	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1839	JANDIALA	2159	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1840	JANGAON	2697	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1841	JANGAON	50	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1842	JANGIPUR	2255	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1843	JANJGIR - CHAMPA	261	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1844	JARIDIH BAZAR	576	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1845	JARWAL	1481	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1846	JASHPUR	262	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1847	JASIDIH	577	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1848	JASPUR	1705	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1849	JASRANA	1482	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1850	JAUNPUR	1483	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1851	JAWHAR	1876	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1852	JEJURI	1877	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1853	JEVARGI	696	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1854	JEWAR	1484	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1855	JHABUA	1746	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1856	JHAJHA	201	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1857	JHAJJAR	427	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1858	JHALAWAR	972	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1859	JHALDA	2256	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1860	JHALU	1485	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1861	JHANJHARPUR	202	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1862	JHANSI	1486	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1863	JHARIA	578	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1864	JHARSUGUDA	2077	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1865	JHINJHAK	1487	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1866	JHINJHANA	1488	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1867	JHINKPANI	579	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1868	JHUMPURA	2078	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1869	JHUMRI TILAIYA	580	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1870	JHUNJHUNU	973	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1871	JHUSI	1489	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1872	JIND	428	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1873	JINTUR	1878	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1874	JIRIBAM	2002	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1875	JOBAT	1747	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1876	JOBNER	974	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1877	JODA	2079	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1878	JODHPUR	975	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1879	JOGBANI	203	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1880	JORHAT	133	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1881	JOSHIMATH	1706	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1882	JOURA	1748	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1883	JOURIAN	520	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1884	JOWAI	2015	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1885	JOYA	1490	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1886	JUBBAL	478	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1887	JUGSALAI	581	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1888	JULANA	429	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1889	JUNAGADH	348	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1890	JUNAGARH	2080	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1891	JUNNAR	1879	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1892	JUTOGH	479	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1893	KADAMBUR	1104	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1894	KADAPA	2509	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1895	KADATHUR	1105	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1896	KADI	2362	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1897	KADIPUR	1491	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1898	KADIRI	51	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1899	KADODARA	349	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1900	KADUR	697	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1901	KAGAL	1880	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1902	KAILASHAHAR	1337	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1903	KAIMUR	204	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1904	KAIRANA	1492	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1905	KAITHAL	430	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1906	KAKINADA	2465	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1907	KAKRALA	1493	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1908	KALA AMB	2392	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1909	KALADHUNGI	1707	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1910	KALAGARH	1708	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1911	KALAHANDI	2081	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1912	KALAIGAON	134	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1913	KALAMASSERY	2335	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1914	KALAMB	1881	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1915	KALAMBUR	1106	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1916	KALANAUR	431	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1917	KALAPATTI	1107	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1918	KALAPPANAICKENPATTI	1108	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1919	KALAVAD	350	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1920	KALAVAI	1109	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1921	KALGHATGI	698	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1922	KALJIKHAL	1709	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1923	KALKA	2319	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1924	KALLAKUDI	1110	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1925	KALLIASSERI	805	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1926	KALLUR	52	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1927	KALOL	2361	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1928	KALPI	1494	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1929	KALUGUMALAI	1111	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1930	KALUPUR	2516	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1931	KALYANI	2257	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1932	KAMALGANJ	1495	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1933	KAMAN	976	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1934	KAMARHATI	2258	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1935	KAMAYAGOUNDANPATTI	1112	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1936	KAMBAINALLUR	1113	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1937	KAMRUP	2625	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1938	KANADUKATHAN	1114	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1939	KANAIPUR	2259	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1940	KANAM	1115	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1941	KANATHUR	2502	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1942	KANCHEEPURAM	1116	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1943	KANCHRAPARA	2260	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1944	KANDA KHAL	1710	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1945	KANDANUR	1117	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1946	KANDHAMAL	2082	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1947	KANDRA	582	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1948	KANDUKUR	53	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1949	KANDUKUR	2681	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1950	KANGAYAMPALAYAM	1118	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1951	KANGRA	480	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1952	KANINA	432	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1953	KANIYUR	1119	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1954	KANJIKOIL	1120	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1955	KANKE	583	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1956	KANKER	263	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1957	KANNAD	1882	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1958	KANNADIPARAMBA	806	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1959	KANNAMANGALAM	1121	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1960	KANNAMPALAYAM	1122	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1961	KANNANKURICHI	1123	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1962	KANNAUJ	1496	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1963	KANNIVADI	1124	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1964	KANNOD	1749	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1965	KANNUR	699	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1966	KANODAR	351	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1967	KANPUR	1497	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1968	KANSKHET	1711	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1969	KANTABANJI	2083	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1970	KANTH	1498	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1971	KANTILO	2084	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1972	KANURU	54	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1973	KANYAKUMARI	1125	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1974	KAPADWANJ	2517	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1975	KAPASAN	977	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1976	KAPURTHALA	2160	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1977	KARAIKAL	2118	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1978	KARAMADAI	1126	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1979	KARAMSAD	352	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1980	KARAN PRAYAG	1712	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1981	KARANJA	1883	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1982	KARANJIA	2085	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1983	KARANPUR	978	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1984	KARARI	1499	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1985	KARAULI	979	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1986	KARAULI	980	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1987	KARAVADI	2360	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1988	KARBI ANGLONG	2626	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1989	KARELI	1750	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1990	KARGIL	521	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1991	KARHAL	1500	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1992	KARIMGANJ	135	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1993	KARIMNAGAR	55	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1994	KARIMNAGAR	2680	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1995	KARIMPUR	2261	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1996	KARJAT	1884	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1997	KARNAL	433	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1998	KARNAWAD	1751	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1999	KARPI	205	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2000	KARTARPUR	884	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2001	KARUPPUR	1127	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2002	KARUR	1128	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2003	KARWAR	700	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2004	KASARAGOD	807	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2005	KASARGODE	808	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2006	KASBA	2262	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2007	KASGANJ	1501	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2008	KASHIPUR	1713	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2009	KATANGI	1752	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2010	KATGHORA	264	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2011	KATHUA	522	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2012	KATIHAR	171	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2013	KATNI	1753	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2014	KATOL	1885	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2015	KATPADI	1129	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2016	KATRA	523	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2017	KATTUMANNARKOIL	1130	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2018	KAURIAGANJ	1502	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2019	KAUSANI	1714	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2020	KAUSHAMBI	1503	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2021	KAWARDHA	265	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2022	KAYAMKULAM	809	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2023	KEDLA	584	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2024	KENDRAPARA	2086	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2025	KENDUJHAR	2087	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2026	KENGERI	701	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2027	KEONJHAR	2596	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2028	KERUR	702	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2029	KESHORAIPATAN	981	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2030	KESINGA	2088	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2031	KEYLONG	481	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2032	KHAGA	1504	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2033	KHAGARIA	206	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2034	KHAIRABAD	1505	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2035	KHAIRAGARH	266	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2036	KHAIRTHAL	982	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2037	KHALILABAD	1506	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2038	KHAMARIA	1507	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2039	KHAMBHALIA	353	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2040	KHAMBHAT	2500	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2041	KHAMMAM	2678	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2042	KHAMMAM	56	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2043	KHANAPUR	703	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2044	KHANDALA	2588	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2045	KHANDWA	1754	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2046	KHANNA	2441	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2047	KHANPUR	1508	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2048	KHAPA	1886	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2049	KHARAGPUR	2263	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2050	KHARAR	2264	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2051	KHARGONE	1755	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2052	KHAROD	267	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2053	KHARSIA	268	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2054	KHATAULI	1509	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2055	KHATEGAON	1756	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2056	KHATIMA	1715	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2057	KHAWZAWL	2028	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2058	KHED	1887	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2059	KHEDA	354	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2060	KHEM KARAN	885	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2061	KHERALU	355	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2062	KHERDI	1888	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2063	KHERI	1510	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2064	KHERLI	983	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2065	KHETIA	1757	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2066	KHIRSHN	1716	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2067	KHONSA	96	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2068	KHOPOLI	2539	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2069	KHOUR	524	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2070	KHREW	525	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2071	KHUDAGANJ	1511	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2072	KHULDABAD	1889	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2073	KHUNTI	585	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2074	KHURDHA	2368	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2075	KHUSRUPUR	207	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2076	KHUTAR	1512	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2077	KICHHA	2161	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2078	KILLIYUR	1131	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2079	KILPENNATHUR	1132	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2080	KILVELUR	1133	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2081	KINATHUKADAVU	1134	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2082	KINNAUR	2615	city	2019-01-17 00:00:00	2019-01-17 00:00:00
2083	KINWAT	1890	city	2019-01-17 00:00:00	2019-01-17 00:00:00
