id	is_active	created_at	updated_at	city	state	zone
863	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Timurni	Madhya Pradesh	West
864	1	2019-10-22 10:30:00	2019-10-22 10:30:00	UDAPIUR	RAJASTHAN	NORTH
865	1	2019-10-22 10:30:00	2019-10-22 10:30:00	UGARIAYWAS	RAJASTHAN	NORTH
866	1	2019-10-22 10:30:00	2019-10-22 10:30:00	UJJAIN	MADHYA PRADESH	WEST
867	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Vishakhapatnam	ANDHRA PRADESH	SOUTH
868	1	2019-10-22 10:30:00	2019-10-22 10:30:00	TAMILNADU	CHENNAI	SOUTH
869	1	2019-10-22 10:30:00	2019-10-22 10:30:00	TAMILNADU	COIMBATORE	SOUTH
870	1	2019-10-22 10:30:00	2019-10-22 10:30:00	PALGHAR	Maharashtra	WEST
871	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Chichwad	Maharashtra	West
872	1	2019-10-22 10:30:00	2019-10-22 10:30:00	VISHAKHAPATNAM	ANDHRA PRADESH	SOUTH
873	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Cochi	Kerala	South
874	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Panaji	Goa	West
875	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RAJAHMUNDRY&KAKINADA	ANDRAPRADESH	south
876	1	2019-10-22 10:30:00	2019-10-22 10:30:00	TAMILNADU	HOSUR	SOUTH
877	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KERLA	THRISSUR	SOUTH
878	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Kota-Gumanpura	Rajasthan	West
879	1	2019-10-22 10:30:00	2019-10-22 10:30:00	AMARAVATI	Maharashtra	WEST
880	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Vizag	Andhra Pradesh	South
881	1	2019-10-22 10:30:00	2019-10-22 10:30:00	GOA	NA	NA
882	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Telangana	Telangana	NA
883	1	2019-10-22 10:30:00	2019-10-22 10:30:00	GOA	GOA	NA
884	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Harda	Madhya Pradesh	West
885	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Mandideep	MADHYA PRADESH	WEST
886	1	2019-10-22 10:30:00	2019-10-22 10:30:00	HALOL	GUJARAT	West
887	1	2019-10-22 10:30:00	2019-10-22 10:30:00	CHIKKODI	KARNATAKA	South
888	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RAMDURGA	KARNATAKA	SOUTH
889	1	2019-10-22 10:30:00	2019-10-22 10:30:00	CHANNAGIRI	KARNATAKA	SOUTH
890	1	2019-10-22 10:30:00	2019-10-22 10:30:00	DAVANGERE	KARNATAKA	South
891	1	2019-10-22 10:30:00	2019-10-22 10:30:00	HONALLI	KARNATAKA	SOUTH
892	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KOPPAL	KARNATAKA	SOUTH
893	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KOTTURU	KARNATAKA	SOUTH
894	1	2019-10-22 10:30:00	2019-10-22 10:30:00	SHIMOGA	KARNATAKA	SOUTH
895	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RANEBENNUR	MADHYA PRADESH	WEST
896	1	2019-10-22 10:30:00	2019-10-22 10:30:00	PIPARIYA	MADHYA PRADESH	WEST
897	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KURAWAR	MADHYA PRADESH	WEST
898	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BHIKANGAON	MADHYA PRADESH	WEST
899	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RATLAM	MADHYA PRADESH	WEST
900	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KHIRKIAN	MADHYA PRADESH	WEST
901	1	2019-10-22 10:30:00	2019-10-22 10:30:00	HOSHANGABAD	MADHYA PRADESH	WEST
902	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KHANDWA	MADHYA PRADESH	West
903	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BUDHI BARLAI	MADHYA PRADESH	WEST
904	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BIJAINAGAR	RAJASTHAN	North
905	1	2019-10-22 10:30:00	2019-10-22 10:30:00	MANGARH KHOKHAWALA	RAJASTHAN	North
906	1	2019-10-22 10:30:00	2019-10-22 10:30:00	UGARIAYWAS	RAJASTHAN	North
907	1	2019-10-22 10:30:00	2019-10-22 10:30:00	HARSOLI	RAJASTHAN	North
908	1	2019-10-22 10:30:00	2019-10-22 10:30:00	JHUNJHUNU	RAJASTHAN	North
909	1	2019-10-22 10:30:00	2019-10-22 10:30:00	SIKAR	RAJASTHAN	NORTH
910	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RAJSAMAND	RAJASTHAN	NORTH
911	1	2019-10-22 10:30:00	2019-10-22 10:30:00	CHITTORGARH	RAJASTHAN	NORTH
912	1	2019-10-22 10:30:00	2019-10-22 10:30:00	PADRA	GUJARAT	West
913	1	2019-10-22 10:30:00	2019-10-22 10:30:00	SRIMADHOPUR	RAJASTHAN	North
914	1	2019-10-22 10:30:00	2019-10-22 10:30:00	PALANPUR	GUJARAT	West
915	1	2019-10-22 10:30:00	2019-10-22 10:30:00	PATAN	GUJARAT	West
916	1	2019-10-22 10:30:00	2019-10-22 10:30:00	NADIAD	GUJARAT	West
917	1	2019-10-22 10:30:00	2019-10-22 10:30:00	DIDWANA	Rajasthan	NORTH
918	1	2019-10-22 10:30:00	2019-10-22 10:30:00	PETLAD	Gujarat	West
919	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KHARGONE	MADHYA PRADESH	West
920	1	2019-10-22 10:30:00	2019-10-22 10:30:00	SIRLAI	MADHYA PRADESH	West
921	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Hubballi	KARNATAKA	South
922	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Mehsana Rural	Gujarat	WEST
923	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Ladvi	Madhya Pradesh	West
924	1	2019-10-22 10:30:00	2019-10-22 10:30:00	MAHASAMUND	CHHATTISGARH	WEST
925	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BHATAPARA	CHHATTISGARH	WEST
926	1	2019-10-22 10:30:00	2019-10-22 10:30:00	DHAMTARI	CHHATTISGARH	WEST
927	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Jallandhar	PUNJAB	NORTH
928	1	2019-10-22 10:30:00	2019-10-22 10:30:00	idar	Gujarat	WEST
